1490, 1414, 1679, 1693
1048, 1263, 1537, 1414
1537, 1263, 1271, 1414
1048, 1414, 1263, 1490
1414, 1595, 1693, 1700
1414, 1679, 1693, 1700
1048, 1346, 1370, 1490
1048, 1263, 1346, 1490
1048, 1158, 1346, 1370
355, 564, 589, 705
355, 589, 705, 846
623, 550, 740, 824
623, 188, 550, 652
623, 550, 652, 824
824, 550, 740, 949
824, 550, 652, 949
623, 566, 550, 740
652, 550, 859, 949
406, 188, 209, 550
1271, 1361, 1439, 1595
1271, 1107, 1263, 1361
1271, 1154, 1361, 1439
1271, 1107, 1154, 1361
1271, 1361, 1414, 1595
1271, 1263, 1361, 1414
1414, 1361, 1595, 1700
1361, 1595, 1659, 1700
669, 538, 598, 798
669, 538, 704, 798
559, 697, 795, 888
888, 697, 795, 901
1522, 1290, 1312, 1645
1522, 1290, 1312, 1385
1522, 1310, 1385, 1290
1145, 1310, 1385, 1290
1171, 985, 1107, 1143
949, 985, 1107, 1143
1171, 1107, 1143, 1263
949, 1107, 1143, 1154
1107, 1143, 1263, 1361
1107, 1143, 1154, 1361
790, 571, 775, 812
790, 775, 812, 885
790, 812, 885, 1004
790, 571, 699, 812
790, 699, 812, 1004
1498, 1425, 1701, 1752
1424, 1425, 1498, 1603
1498, 1425, 1603, 1701
1048, 945, 1171, 1263
1048, 945, 1263, 1346
1048, 945, 1158, 1346
1145, 1443, 1290, 1310
1145, 1443, 969, 1310
1145, 1443, 969, 1290
488, 278, 292, 570
570, 453, 292, 654
1039, 857, 1128, 1160
1128, 771, 952, 1117
1169, 1108, 1109, 1284
1284, 1108, 1109, 1221
697, 549, 762, 901
697, 762, 795, 901
1010, 834, 990, 1040
1010, 834, 1040, 1160
1648, 1608, 1635, 1814
1608, 1635, 1804, 1814
1608, 1804, 1814, 1837
722, 757, 494, 713
559, 390, 650, 697
559, 650, 697, 795
697, 650, 762, 795
1004, 699, 909, 977
1004, 909, 977, 1258
1003, 1232, 885, 1004
1004, 977, 1232, 1258
355, 292, 488, 599
355, 488, 770, 599
488, 292, 570, 599
570, 453, 292, 599
570, 453, 599, 654
599, 761, 453, 654
854, 946, 985, 1171
854, 720, 946, 985
854, 945, 946, 1171
368, 102, 379, 409
379, 102, 117, 409
379, 117, 125, 409
409, 100, 102, 117
409, 100, 117, 125
409, 102, 345, 100
834, 1008, 1040, 1160
1407, 1413, 1501, 1689
